day	nb_of_cylinder	x	y	z	Ni	Cr						
7	600	3	-4	0	20.00000	25.00000						
7	600	4	-2	0	20.00468	25.01405						
7	600	-5	0	4	18.72178	24.53984						
7	600	-4	0	4	19.00583	24.64210						
7	600	-2	-5	4	20.00000	25.00000						
7	600	-2	-1	4	19.84326	24.94357						
7	600	-1	-1	4	19.94775	24.98119						
7	600	0	-1	4	20.05225	25.01881						
7	600	0	4	4	20.00000	25.00000						
7	600	2	-4	4	20.00000	25.00000						
7	600	2	2	4	20.01301	25.00468						
7	600	3	2	4	20.01821	25.00656						
7	653	-4	-2	0	19.99642	24.98927						
7	653	-3	-4	0	20.00000	25.00000						
7	653	-2	-5	0	20.00000	25.00000						
7	653	-2	2	0	19.99847	24.99540						
7	653	-1	2	0	19.99949	24.99847						
7	653	0	0	0	20.02789	25.08366						
7	653	0	4	0	20.00000	25.00000						
7	653	2	-4	0	20.00000	25.00000						
7	653	2	0	0	20.13943	25.41828						
7	653	3	1	0	20.07181	25.21543						
7	653	-5	-1	4	19.53837	24.83381						
7	653	-4	2	4	19.98212	24.99356						
7	653	-3	3	4	19.99991	24.99997						
7	653	-2	4	4	20.00000	25.00000						
7	653	-1	-3	4	19.99998	24.99999						
7	653	0	-4	4	20.00000	25.00000						
7	653	1	-5	4	20.00000	25.00000						
7	653	1	4	4	20.00000	25.00000						
7	653	2	3	4	20.00009	25.00003						
7	653	4	1	4	20.46163	25.16619						
7	721	-5	0	0	19.75469	24.26406						
7	721	-3	-4	0	20.00000	25.00000						
7	721	-2	-2	0	19.99850	24.99551						
7	721	-2	1	0	19.96992	24.90975						
7	721	-1	-1	0	19.98997	24.96992						
7	721	0	-5	0	20.00000	25.00000						
7	721	1	-2	0	20.00150	25.00449						
7	721	2	-2	0	20.00250	25.00749						
7	721	3	-2	0	20.00349	25.01048						
7	721	4	0	0	20.24531	25.73594						
7	721	-4	-2	4	19.98253	24.99371						
7	721	-3	-4	4	20.00000	25.00000						
7	721	-3	3	4	19.99992	24.99997						
7	721	-2	3	4	19.99995	24.99998						
7	721	-1	-2	4	19.99750	24.99910						
7	721	0	-2	4	20.00250	25.00090						
7	721	1	-4	4	20.00000	25.00000						
7	721	2	-3	4	20.00008	25.00003						
7	721	3	-2	4	20.01747	25.00629						
7	721	4	0	4	21.22657	25.44157						
7	733	-4	-3	0	19.99998	24.99993						
7	733	-4	1	0	19.93008	24.79025						
7	733	-3	3	0	19.99998	24.99995						
7	733	-2	1	0	19.97004	24.91011						
7	733	-1	-3	0	20.00000	24.99999						
7	733	0	0	0	20.02715	25.08145						
7	733	1	-2	0	20.00149	25.00448						
7	733	1	2	0	20.00149	25.00448						
7	733	3	-3	0	20.00002	25.00007						
7	733	4	-1	0	20.08989	25.26968						
7	733	-5	-2	4	19.97762	24.99194						
7	733	-4	2	4	19.98260	24.99373						
7	733	-2	-5	4	20.00000	25.00000						
7	733	-1	-5	4	20.00000	25.00000						
7	733	-1	2	4	19.99751	24.99910						
7	733	0	-2	4	20.00249	25.00090						
7	733	1	-1	4	20.14982	25.05394						
7	733	1	3	4	20.00005	25.00002						
7	733	2	2	4	20.01243	25.00448						
7	733	4	0	4	21.22178	25.43984						
7	740	-5	1	0	19.91031	24.73093						
7	740	-3	-2	0	19.99752	24.99256						
7	740	-2	-5	0	20.00000	25.00000						
7	740	-2	3	0	19.99999	24.99997						
7	740	-1	-2	0	19.99950	24.99851						
7	740	0	-1	0	20.00997	25.02990						
7	740	1	-1	0	20.02990	25.08969						
7	740	2	-3	0	20.00002	25.00005						
7	740	2	1	0	20.04983	25.14948						
7	740	3	0	0	20.18962	25.56887						
7	740	-5	1	4	19.55155	24.83856						
7	740	-3	-2	4	19.98760	24.99553						
7	740	-3	3	4	19.99992	24.99997						
7	740	-2	0	4	19.59366	24.85372						
7	740	-1	-2	4	19.99752	24.99911						
7	740	0	-2	4	20.00248	25.00089						
7	740	1	-2	4	20.00744	25.00268						
7	740	2	-1	4	20.24914	25.08969						
7	740	2	3	4	20.00008	25.00003						
7	740	3	1	4	20.34879	25.12557						
7	812	-5	0	0	19.76167	24.28502						
7	812	-3	-2	0	19.99757	24.99272						
7	812	-2	-4	0	20.00000	25.00000						
7	812	-2	1	0	19.97077	24.91232						
7	812	-1	-1	0	19.99026	24.97077						
7	812	0	1	0	20.00974	25.02923						
7	812	1	-5	0	20.00000	25.00000						
7	812	1	4	0	20.00000	25.00000						
7	812	3	-4	0	20.00000	25.00000						
7	812	3	3	0	20.00002	25.00007						
7	812	-4	-1	4	19.65904	24.87725						
7	812	-4	1	4	19.65904	24.87725						
7	812	-3	1	4	19.75646	24.91232						
7	812	-2	0	4	19.60279	24.85700						
7	812	-1	-1	4	19.95129	24.98246						
7	812	0	0	4	20.13240	25.04767						
7	812	1	-1	4	20.14613	25.05261						
7	812	2	-1	4	20.24354	25.08768						
7	812	3	-4	4	20.00000	25.00000						
7	812	4	-1	4	20.43838	25.15782						
7	842	-4	-3	0	19.99998	24.99993						
7	842	-4	0	0	19.81632	24.44896						
7	842	-3	0	0	19.86880	24.60640						
7	842	-2	0	0	19.92128	24.76384						
7	842	-1	4	0	20.00000	25.00000						
7	842	0	-2	0	20.00048	25.00144						
7	842	1	-2	0	20.00144	25.00433						
7	842	2	-4	0	20.00000	25.00000						
7	842	2	2	0	20.00240	25.00721						
7	842	4	1	0	20.08688	25.26064						
7	842	-4	-1	4	19.66214	24.87837						
7	842	-4	3	4	19.99989	24.99996						
7	842	-2	-3	4	19.99995	24.99998						
7	842	-2	-1	4	19.85520	24.94787						
7	842	-1	-1	4	19.95173	24.98262						
7	842	0	-3	4	20.00002	25.00001						
7	842	1	-1	4	20.14480	25.05213						
7	842	1	2	4	20.00721	25.00260						
7	842	3	-4	4	20.00000	25.00000						
7	842	4	-2	4	20.02163	25.00779						
8	36	-5	-1	0	19.88069	24.64206						
8	36	-4	2	0	19.99538	24.98614						
8	36	-2	-5	0	20.00000	25.00000						
8	36	-2	0	0	19.89189	24.67568						
8	36	-1	0	0	19.96396	24.89189						
8	36	0	-4	0	20.00000	25.00000						
8	36	1	-3	0	20.00001	25.00004						
8	36	2	-2	0	20.00330	25.00990						
8	36	2	3	0	20.00002	25.00007						
8	36	4	0	0	20.32432	25.97297						
8	36	-5	-1	4	19.40344	24.78524						
8	36	-3	-1	4	19.66858	24.88069						
8	36	-3	2	4	19.98350	24.99406						
8	36	-2	-1	4	19.80115	24.92841						
8	36	-1	0	4	19.81982	24.93514						
8	36	0	-4	4	20.00000	25.00000						
8	36	1	-5	4	20.00000	25.00000						
8	36	1	4	4	20.00000	25.00000						
8	36	2	3	4	20.00011	25.00004						
8	36	4	-2	4	20.02970	25.01069						
8	383	-4	-1	0	19.92057	24.76170						
8	383	-4	2	0	19.99605	24.98814						
8	383	-3	3	0	19.99998	24.99994						
8	383	-2	2	0	19.99831	24.99492						
8	383	-1	1	0	19.98865	24.96596						
8	383	0	-5	0	20.00000	25.00000						
8	383	1	0	0	20.09254	25.27761						
8	383	2	-4	0	20.00000	25.00000						
8	383	3	-4	0	20.00000	25.00000						
8	383	3	1	0	20.07943	25.23830						
8	383	-5	0	4	18.61194	24.50030						
8	383	-3	-3	4	19.99990	24.99997						
8	383	-2	-3	4	19.99994	24.99998						
8	383	-2	3	4	19.99994	24.99998						
8	383	-1	-1	4	19.94326	24.97957						
8	383	0	-4	4	20.00000	25.00000						
8	383	0	4	4	20.00000	25.00000						
8	383	1	2	4	20.00847	25.00305						
8	383	2	1	4	20.28369	25.10213						
8	383	4	0	4	21.38806	25.49970						
8	401	-5	-2	0	19.99495	24.98486						
8	401	-4	1	0	19.92114	24.76343						
8	401	-2	-5	0	20.00000	25.00000						
8	401	-2	-1	0	19.96620	24.89861						
8	401	-1	-3	0	20.00000	24.99999						
8	401	0	-3	0	20.00000	25.00001						
8	401	0	4	0	20.00000	25.00000						
8	401	1	2	0	20.00168	25.00505						
8	401	2	0	0	20.15311	25.45934						
8	401	3	3	0	20.00003	25.00008						
8	401	-5	-2	4	19.97476	24.99091						
8	401	-3	-3	4	19.99991	24.99997						
8	401	-2	-5	4	20.00000	25.00000						
8	401	-2	1	4	19.83102	24.93917						
8	401	-1	-3	4	19.99998	24.99999						
8	401	0	-2	4	20.00280	25.00101						
8	401	1	-5	4	20.00000	25.00000						
8	401	1	1	4	20.16898	25.06083						
8	401	2	2	4	20.01402	25.00505						
8	401	4	-2	4	20.02524	25.00909						
8	528	-5	-1	0	19.90346	24.71039						
8	528	-4	1	0	19.92492	24.77475						
8	528	-2	-2	0	19.99840	24.99519						
8	528	-1	-4	0	20.00000	25.00000						
8	528	-1	0	0	19.97084	24.91253						
8	528	0	-1	0	20.01073	25.03218						
8	528	1	-1	0	20.03218	25.09654						
8	528	1	4	0	20.00000	25.00000						
8	528	3	-2	0	20.00374	25.01121						
8	528	3	3	0	20.00003	25.00008						
8	528	-4	-2	4	19.98131	24.99327						
8	528	-4	1	4	19.62458	24.86485						
8	528	-3	3	4	19.99991	24.99997						
8	528	-2	0	4	19.56265	24.84255						
8	528	-1	-2	4	19.99733	24.99904						
8	528	0	-5	4	20.00000	25.00000						
8	528	1	-4	4	20.00000	25.00000						
8	528	1	3	4	20.00005	25.00002						
8	528	3	-3	4	20.00013	25.00005						
8	528	3	3	4	20.00013	25.00005						
8	606	-4	-3	0	19.99998	24.99993						
8	606	-3	-3	0	19.99998	24.99995						
8	606	-2	-4	0	20.00000	25.00000						
8	606	-1	-4	0	20.00000	25.00000						
8	606	-1	-1	0	19.98957	24.96872						
8	606	0	-3	0	20.00000	25.00001						
8	606	1	-2	0	20.00156	25.00467						
8	606	2	-3	0	20.00002	25.00005						
8	606	3	-2	0	20.00363	25.01090						
8	606	3	2	0	20.00363	25.01090						
8	606	-4	-1	4	19.63504	24.86861						
8	606	-3	-4	4	20.00000	25.00000						
8	606	-2	-3	4	19.99995	24.99998						
8	606	-2	2	4	19.99221	24.99720						
8	606	-1	1	4	19.94786	24.98123						
8	606	0	2	4	20.00260	25.00093						
8	606	0	4	4	20.00000	25.00000						
8	606	2	-1	4	20.26069	25.09385						
8	606	3	-4	4	20.00000	25.00000						
8	606	3	3	4	20.00012	25.00004						
8	688	-5	1	0	19.90876	24.72629						
8	688	-4	3	0	19.99998	24.99993						
8	688	-2	-5	0	20.00000	25.00000						
8	688	-2	1	0	19.96959	24.90876						
8	688	-1	-2	0	19.99950	24.99849						
8	688	0	-3	0	20.00000	25.00001						
8	688	1	-1	0	20.03041	25.09124						
8	688	1	3	0	20.00001	25.00003						
8	688	2	0	0	20.13778	25.41335						
8	688	3	3	0	20.00002	25.00007						
8	688	-5	1	4	19.54381	24.83577						
8	688	-4	3	4	19.99988	24.99996						
8	688	-3	2	4	19.98738	24.99546						
8	688	-2	4	4	20.00000	25.00000						
8	688	-1	-1	4	19.94931	24.98175						
8	688	0	1	4	20.05069	25.01825						
8	688	1	-3	4	20.00005	25.00002						
8	688	2	-4	4	20.00000	25.00000						
8	688	2	2	4	20.01262	25.00454						
8	688	4	-1	4	20.45619	25.16423						
8	868	-5	1	0	19.91379	24.74138						
8	868	-4	2	0	19.99666	24.98999						
8	868	-2	-5	0	20.00000	25.00000						
8	868	-1	-5	0	20.00000	25.00000						
8	868	-1	0	0	19.97396	24.92189						
8	868	0	-2	0	20.00048	25.00143						
8	868	0	4	0	20.00000	25.00000						
8	868	2	-1	0	20.04789	25.14368						
8	868	2	3	0	20.00002	25.00005						
8	868	4	0	0	20.23433	25.70300						
8	868	-5	-1	4	19.56897	24.84483						
8	868	-4	3	4	19.99989	24.99996						
8	868	-3	0	4	19.34907	24.76567						
8	868	-2	2	4	19.99285	24.99742						
8	868	-1	-2	4	19.99762	24.99914						
8	868	0	-4	4	20.00000	25.00000						
8	868	1	-2	4	20.00715	25.00258						
8	868	1	4	4	20.00000	25.00000						
8	868	2	3	4	20.00008	25.00003						
8	868	3	2	4	20.01669	25.00601						
8	905	-4	-3	0	19.99998	24.99993						
8	905	-3	-4	0	20.00000	25.00000						
8	905	-3	0	0	19.87121	24.61364						
8	905	-2	2	0	19.99858	24.99575						
8	905	-1	3	0	20.00000	24.99999						
8	905	0	-5	0	20.00000	25.00000						
8	905	1	0	0	20.07727	25.23182						
8	905	1	2	0	20.00142	25.00425						
8	905	2	2	0	20.00236	25.00708						
8	905	4	-2	0	20.00425	25.01274						
8	905	-4	-1	4	19.66835	24.88061						
8	905	-3	-1	4	19.76311	24.91472						
8	905	-3	1	4	19.76311	24.91472						
8	905	-2	1	4	19.85787	24.94883						
8	905	-1	-1	4	19.95262	24.98294						
8	905	0	1	4	20.04738	25.01706						
8	905	0	4	4	20.00000	25.00000						
8	905	1	4	4	20.00000	25.00000						
8	905	3	-2	4	20.01651	25.00594						
8	905	3	2	4	20.01651	25.00594						
8	920	-5	-1	0	19.91509	24.74526						
8	920	-3	-2	0	19.99765	24.99295						
8	920	-2	-5	0	20.00000	25.00000						
8	920	-2	4	0	20.00000	25.00000						
8	920	-1	2	0	19.99953	24.99859						
8	920	0	0	0	20.02565	25.07694						
8	920	1	-2	0	20.00141	25.00423						
8	920	1	4	0	20.00000	25.00000						
8	920	2	2	0	20.00235	25.00705						
8	920	3	3	0	20.00002	25.00007						
8	920	-5	-1	4	19.57543	24.84715						
8	920	-4	2	4	19.98356	24.99408						
8	920	-3	2	4	19.98826	24.99577						
8	920	-2	3	4	19.99995	24.99998						
8	920	-1	2	4	19.99765	24.99915						
8	920	0	0	4	20.12823	25.04616						
8	920	1	-3	4	20.00005	25.00002						
8	920	1	1	4	20.14152	25.05095						
8	920	2	2	4	20.01174	25.00423						
8	920	3	1	4	20.33022	25.11888						
8	935	-4	-2	0	19.99673	24.99018						
8	935	-3	-4	0	20.00000	25.00000						
8	935	-2	-5	0	20.00000	25.00000						
8	935	-1	-4	0	20.00000	25.00000						
8	935	-1	1	0	19.99061	24.97182						
8	935	0	-1	0	20.00939	25.02818						
8	935	1	-1	0	20.02818	25.08455						
8	935	1	2	0	20.00140	25.00421						
8	935	3	-4	0	20.00000	25.00000						
8	935	4	-1	0	20.08455	25.25366						
8	935	-4	-4	4	20.00000	25.00000						
8	935	-4	2	4	19.98363	24.99411						
8	935	-2	-4	4	20.00000	25.00000						
8	935	-2	0	4	19.61693	24.86210						
8	935	-1	-2	4	19.99766	24.99916						
8	935	0	0	4	20.12769	25.04597						
8	935	1	-4	4	20.00000	25.00000						
8	935	2	-3	4	20.00008	25.00003						
8	935	2	3	4	20.00008	25.00003						
8	935	4	-2	4	20.02105	25.00758						
9	61	-5	-2	0	19.99413	24.98240						
9	61	-3	-4	0	20.00000	25.00000						
9	61	-2	-4	0	20.00000	25.00000						
9	61	-2	3	0	19.99999	24.99996						
9	61	-1	4	0	20.00000	25.00000						
9	61	0	1	0	20.01310	25.03929						
9	61	1	-5	0	20.00000	25.00000						
9	61	2	-3	0	20.00002	25.00007						
9	61	2	2	0	20.00326	25.00978						
9	61	3	1	0	20.09167	25.27502						
9	61	-5	-2	4	19.97066	24.98944						
9	61	-4	2	4	19.97718	24.99178						
9	61	-2	-5	4	20.00000	25.00000						
9	61	-1	-5	4	20.00000	25.00000						
9	61	-1	-1	4	19.93452	24.97643						
9	61	0	-5	4	20.00000	25.00000						
9	61	0	4	4	20.00000	25.00000						
9	61	2	-3	4	20.00011	25.00004						
9	61	3	-4	4	20.00000	25.00000						
9	61	3	1	4	20.45837	25.16501						
9	264	-5	-1	0	19.89264	24.67791						
9	264	-3	-2	0	19.99703	24.99109						
9	264	-3	1	0	19.94035	24.82106						
9	264	-2	1	0	19.96421	24.89264						
9	264	-1	0	0	19.96757	24.90272						
9	264	0	-3	0	20.00000	25.00001						
9	264	1	-1	0	20.03579	25.10736						
9	264	1	1	0	20.03579	25.10736						
9	264	2	0	0	20.16213	25.48640						
9	264	4	1	0	20.10736	25.32209						
9	264	-5	-1	4	19.46319	24.80675						
9	264	-3	-4	4	20.00000	25.00000						
9	264	-2	-4	4	20.00000	25.00000						
9	264	-1	-5	4	20.00000	25.00000						
9	264	-1	0	4	19.83787	24.94163						
9	264	0	-1	4	20.05965	25.02147						
9	264	1	-3	4	20.00006	25.00002						
9	264	2	-1	4	20.29823	25.10736						
9	264	2	0	4	20.81067	25.29184						
9	264	3	0	4	21.13494	25.40858						
9	297	-4	-2	0	19.99590	24.98770						
9	297	-4	3	0	19.99997	24.99992						
9	297	-2	-4	0	20.00000	25.00000						
9	297	-2	3	0	19.99999	24.99996						
9	297	-1	-1	0	19.98824	24.96472						
9	297	0	1	0	20.01176	25.03528						
9	297	1	-1	0	20.03528	25.10585						
9	297	1	3	0	20.00001	25.00004						
9	297	3	-2	0	20.00410	25.01230						
9	297	4	0	0	20.28772	25.86317						
9	297	-5	-1	4	19.47076	24.80947						
9	297	-4	1	4	19.58837	24.85181						
9	297	-2	-4	4	20.00000	25.00000						
9	297	-2	-1	4	19.82359	24.93649						
9	297	-1	1	4	19.94120	24.97883						
9	297	0	-1	4	20.05880	25.02117						
9	297	0	3	4	20.00002	25.00001						
9	297	1	2	4	20.00878	25.00316						
9	297	2	3	4	20.00010	25.00004						
9	297	4	1	4	20.52924	25.19053						
9	351	-5	1	0	19.89653	24.68958						
9	351	-3	-1	0	19.94251	24.82754						
9	351	-3	3	0	19.99998	24.99994						
9	351	-2	4	0	20.00000	25.00000						
9	351	-1	-1	0	19.98850	24.96551						
9	351	0	0	0	20.03125	25.09376						
9	351	1	0	0	20.09376	25.28127						
9	351	2	-2	0	20.00286	25.00859						
9	351	2	2	0	20.00286	25.00859						
9	351	4	0	0	20.28127	25.84382						
9	351	-5	0	4	18.59363	24.49371						
9	351	-4	0	4	18.90616	24.60622						
9	351	-3	2	4	19.98569	24.99485						
9	351	-2	1	4	19.82754	24.93792						
9	351	-1	-1	4	19.94251	24.97931						
9	351	0	-2	4	20.00286	25.00103						
9	351	1	-1	4	20.17246	25.06208						
9	351	1	2	4	20.00859	25.00309						
9	351	2	2	4	20.01431	25.00515						
9	351	3	2	4	20.02003	25.00721						
9	386	-5	1	0	19.89800	24.69399						
9	386	-3	-2	0	19.99718	24.99154						
9	386	-2	-3	0	19.99999	24.99997						
9	386	-2	2	0	19.99831	24.99492						
9	386	-1	0	0	19.96919	24.90758						
9	386	0	-5	0	20.00000	25.00000						
9	386	0	4	0	20.00000	25.00000						
9	386	2	-4	0	20.00000	25.00000						
9	386	3	-3	0	20.00003	25.00008						
9	386	3	3	0	20.00003	25.00008						
9	386	-5	-1	4	19.48998	24.81639						
9	386	-4	0	4	18.92171	24.61182						
9	386	-3	0	4	19.22979	24.72273						
9	386	-1	-4	4	20.00000	25.00000						
9	386	-1	-2	4	19.99718	24.99898						
9	386	0	1	4	20.05667	25.02040						
9	386	1	-1	4	20.17001	25.06120						
9	386	1	1	4	20.17001	25.06120						
9	386	2	3	4	20.00010	25.00003						
9	386	4	0	4	21.38637	25.49909						
9	398	-4	-2	0	19.99607	24.98821						
9	398	-4	1	0	19.92105	24.76314						
9	398	-2	-2	0	19.99832	24.99495						
9	398	-2	-1	0	19.96616	24.89849						
9	398	-1	3	0	20.00000	24.99999						
9	398	0	-2	0	20.00056	25.00168						
9	398	1	-1	0	20.03384	25.10151						
9	398	2	-4	0	20.00000	25.00000						
9	398	2	3	0	20.00002	25.00006						
9	398	3	1	0	20.07895	25.23686						
9	398	-4	-2	4	19.98035	24.99292						
9	398	-4	2	4	19.98035	24.99292						
9	398	-3	1	4	19.71803	24.89849						
9	398	-1	-4	4	20.00000	25.00000						
9	398	-1	-2	4	19.99719	24.99899						
9	398	0	-2	4	20.00281	25.00101						
9	398	0	4	4	20.00000	25.00000						
9	398	1	1	4	20.16918	25.06091						
9	398	3	-2	4	20.01965	25.00708						
9	398	4	0	4	21.37968	25.49668						
9	561	-5	0	0	19.74075	24.22225						
9	561	-3	-4	0	20.00000	25.00000						
9	561	-2	-4	0	20.00000	25.00000						
9	561	-2	1	0	19.96821	24.90463						
9	561	-1	2	0	19.99947	24.99842						
9	561	0	-3	0	20.00000	25.00001						
9	561	1	-2	0	20.00158	25.00475						
9	561	1	2	0	20.00158	25.00475						
9	561	2	2	0	20.00264	25.00791						
9	561	3	1	0	20.07418	25.22254						
9	561	-5	-2	4	19.97626	24.99145						
9	561	-3	-2	4	19.98681	24.99525						
9	561	-3	2	4	19.98681	24.99525						
9	561	-2	1	4	19.84105	24.94278						
9	561	-1	2	4	19.99736	24.99905						
9	561	0	-3	4	20.00002	25.00001						
9	561	1	-3	4	20.00005	25.00002						
9	561	2	-3	4	20.00009	25.00003						
9	561	3	-4	4	20.00000	25.00000						
9	561	4	0	4	21.29625	25.46665						
9	812	-5	-1	0	19.91232	24.73697						
9	812	-3	-4	0	20.00000	25.00000						
9	812	-3	0	0	19.86760	24.60279						
9	812	-2	-1	0	19.97077	24.91232						
9	812	-1	-2	0	19.99951	24.99854						
9	812	0	0	0	20.02648	25.07944						
9	812	1	-5	0	20.00000	25.00000						
9	812	2	-2	0	20.00243	25.00728						
9	812	2	1	0	20.04871	25.14613						
9	812	4	0	0	20.23833	25.71498						
9	812	-4	-2	4	19.98302	24.99389						
9	812	-4	2	4	19.98302	24.99389						
9	812	-3	3	4	19.99992	24.99997						
9	812	-2	1	4	19.85387	24.94739						
9	812	-1	3	4	19.99998	24.99999						
9	812	0	0	4	20.13240	25.04767						
9	812	1	-2	4	20.00728	25.00262						
9	812	2	-3	4	20.00008	25.00003						
9	812	3	-2	4	20.01698	25.00611						
9	812	4	-2	4	20.02183	25.00786						
9	824	-5	1	0	19.91265	24.73794						
9	824	-3	-4	0	20.00000	25.00000						
9	824	-3	1	0	19.95147	24.85441						
9	824	-2	4	0	20.00000	25.00000						
9	824	-1	0	0	19.97362	24.92085						
9	824	0	0	0	20.02638	25.07915						
9	824	1	-2	0	20.00145	25.00435						
9	824	2	-2	0	20.00242	25.00725						
9	824	3	-4	0	20.00000	25.00000						
9	824	3	1	0	20.06794	25.20383						
9	824	-4	-3	4	19.99989	24.99996						
9	824	-4	2	4	19.98309	24.99391						
9	824	-2	-2	4	19.99275	24.99739						
9	824	-1	-5	4	20.00000	25.00000						
9	824	-1	2	4	19.99758	24.99913						
9	824	0	-5	4	20.00000	25.00000						
9	824	1	-1	4	20.14559	25.05241						
9	824	2	-3	4	20.00008	25.00003						
9	824	3	-1	4	20.33971	25.12230						
9	824	3	1	4	20.33971	25.12230						
9	934	-4	-2	0	19.99672	24.99017						
9	934	-3	-2	0	19.99766	24.99298						
9	934	-2	-5	0	20.00000	25.00000						
9	934	-2	1	0	19.97181	24.91542						
9	934	-1	3	0	20.00000	24.99999						
9	934	0	-3	0	20.00000	25.00001						
9	934	1	-3	0	20.00001	25.00003						
9	934	2	-3	0	20.00002	25.00005						
9	934	2	3	0	20.00002	25.00005						
9	934	4	-1	0	20.08458	25.25373						
9	934	-5	1	4	19.57711	24.84776						
9	934	-3	-4	4	20.00000	25.00000						
9	934	-3	0	4	19.36137	24.77009						
9	934	-1	-5	4	20.00000	25.00000						
9	934	-1	3	4	19.99998	24.99999						
9	934	0	0	4	20.12773	25.04598						
9	934	0	3	4	20.00002	25.00001						
9	934	2	-1	4	20.23494	25.08458						
9	934	2	3	4	20.00008	25.00003						
9	934	4	0	4	21.14953	25.41383						
10	360	-5	0	0	19.71977	24.15930						
10	360	-4	3	0	19.99997	24.99992						
10	360	-3	2	0	19.99715	24.99145						
10	360	-2	3	0	19.99999	24.99997						
10	360	-1	1	0	19.98855	24.96564						
10	360	0	1	0	20.01145	25.03436						
10	360	1	-5	0	20.00000	25.00000						
10	360	1	3	0	20.00001	25.00003						
10	360	3	-4	0	20.00000	25.00000						
10	360	4	-1	0	20.10309	25.30927						
10	360	-4	-4	4	20.00000	25.00000						
10	360	-4	1	4	19.59909	24.85567						
10	360	-3	3	4	19.99990	24.99997						
10	360	-1	-5	4	20.00000	25.00000						
10	360	-1	-1	4	19.94273	24.97938						
10	360	0	-1	4	20.05727	25.02062						
10	360	1	-4	4	20.00000	25.00000						
10	360	1	3	4	20.00006	25.00002						
10	360	3	-2	4	20.01996	25.00719						
10	360	3	1	4	20.40091	25.14433						
10	365	-5	-1	0	19.89712	24.69136						
10	365	-4	0	0	19.78249	24.34747						
10	365	-3	1	0	19.94284	24.82853						
10	365	-1	-5	0	20.00000	25.00000						
10	365	-1	2	0	19.99943	24.99829						
10	365	0	1	0	20.01143	25.03429						
10	365	1	-4	0	20.00000	25.00000						
10	365	2	-3	0	20.00002	25.00006						
10	365	3	-3	0	20.00003	25.00008						
10	365	4	1	0	20.10288	25.30864						
10	365	-5	-2	4	19.97439	24.99078						
10	365	-4	1	4	19.59991	24.85597						
10	365	-2	-2	4	19.99146	24.99693						
10	365	-2	2	4	19.99146	24.99693						
10	365	-1	2	4	19.99715	24.99898						
10	365	0	-1	4	20.05716	25.02058						
10	365	1	-5	4	20.00000	25.00000						
10	365	2	-1	4	20.28578	25.10288						
10	365	3	-1	4	20.40009	25.14403						
10	365	3	3	4	20.00013	25.00005						
10	422	-4	-2	0	19.99611	24.98832						
10	422	-4	0	0	19.78743	24.36229						
10	422	-3	2	0	19.99722	24.99166						
10	422	-2	2	0	19.99833	24.99499						
10	422	-1	3	0	20.00000	24.99999						
10	422	0	-4	0	20.00000	25.00000						
10	422	1	-1	0	20.03351	25.10054						
10	422	2	-4	0	20.00000	25.00000						
10	422	2	1	0	20.05586	25.16757						
10	422	4	-2	0	20.00501	25.01502						
10	422	-4	-4	4	20.00000	25.00000						
10	422	-4	1	4	19.60900	24.85924						
10	422	-2	-4	4	20.00000	25.00000						
10	422	-2	0	4	19.54449	24.83602						
10	422	-1	3	4	19.99998	24.99999						
10	422	0	1	4	20.05586	25.02011						
10	422	1	-4	4	20.00000	25.00000						
10	422	2	-2	4	20.01390	25.00501						
10	422	2	1	4	20.27929	25.10054						
10	422	4	1	4	20.50272	25.18098						
10	464	-5	0	0	19.73115	24.19345						
10	464	-4	2	0	19.99617	24.98851						
10	464	-2	-4	0	20.00000	25.00000						
10	464	-2	0	0	19.91038	24.73115						
10	464	-1	1	0	19.98901	24.96703						
10	464	0	-2	0	20.00055	25.00164						
10	464	1	-4	0	20.00000	25.00000						
10	464	2	-4	0	20.00000	25.00000						
10	464	3	-1	0	20.07693	25.23078						
10	464	3	2	0	20.00383	25.01149						
10	464	-4	-4	4	20.00000	25.00000						
10	464	-4	3	4	19.99987	24.99995						
10	464	-2	-5	4	20.00000	25.00000						
10	464	-1	-4	4	20.00000	25.00000						
10	464	-1	3	4	19.99998	24.99999						
10	464	0	-2	4	20.00274	25.00098						
10	464	1	-4	4	20.00000	25.00000						
10	464	1	2	4	20.00821	25.00295						
10	464	2	3	4	20.00009	25.00003						
10	464	4	-2	4	20.02462	25.00886						
10	518	-4	-3	0	19.99997	24.99992						
10	518	-3	-4	0	20.00000	25.00000						
10	518	-3	1	0	19.94617	24.83851						
10	518	-2	1	0	19.96770	24.90310						
10	518	-1	-1	0	19.98923	24.96770						
10	518	0	-3	0	20.00000	25.00001						
10	518	1	-4	0	20.00000	25.00000						
10	518	2	-2	0	20.00268	25.00804						
10	518	3	-1	0	20.07536	25.22609						
10	518	3	1	0	20.07536	25.22609						
10	518	-4	-3	4	19.99987	24.99995						
10	518	-3	-1	4	19.73084	24.90310						
10	518	-2	-2	4	19.99196	24.99711						
10	518	-2	1	4	19.83851	24.94186						
10	518	-1	-1	4	19.94617	24.98062						
10	518	0	-2	4	20.00268	25.00096						
10	518	0	4	4	20.00000	25.00000						
10	518	2	-3	4	20.00009	25.00003						
10	518	3	-1	4	20.37682	25.13565						
10	518	4	0	4	21.31695	25.47410						
10	552	-4	-4	0	20.00000	25.00000						
10	552	-4	1	0	19.92558	24.77673						
