day	nb_of_cylinder	x	y	z	Ni	Cr			
7	858	2	0	3	20.522	25.274			
7	858	-1	-4	4	20.000	25.000			
7	858	0	-2	4	20.002	25.001			
7	858	-4	0	4	19.086	24.671			
7	858	3	0	4	20.914	25.329			
8	223	-3	-3	0	20.000	25.000			
8	223	3	-2	0	20.004	25.013			
8	223	-5	0	0	19.703	24.109			
8	223	0	1	0	20.012	25.036			
8	223	-2	-4	1	20.000	25.000			
8	223	1	-2	1	20.004	25.005			
8	223	-5	0	1	19.406	24.198			
8	223	4	0	1	20.594	25.802			
8	223	-4	-3	2	20.000	25.000			
8	223	1	-5	2	20.000	25.000			
8	223	-2	1	2	19.891	24.913			
8	223	4	0	2	20.891	25.713			
8	223	-3	-4	3	20.000	25.000			
8	223	0	-3	3	20.000	25.000			
8	223	-4	3	3	20.000	25.000			
8	223	3	0	3	20.924	25.485			
8	223	-2	-4	4	20.000	25.000			
8	223	2	-4	4	20.000	25.000			
8	223	-1	3	4	20.000	25.000			
8	223	3	0	4	21.156	25.416			
8	300	-2	-5	0	20.000	25.000			
8	300	2	-3	0	20.000	25.000			
8	300	-2	0	0	19.904	24.713			
8	300	4	0	0	20.287	25.862			
8	300	-4	-4	1	20.000	25.000			
8	300	2	-1	1	20.117	25.159			
8	300	-3	0	1	19.681	24.569			
8	300	0	1	1	20.023	25.032			
8	300	-1	-3	2	20.000	25.000			
8	300	0	-2	2	20.002	25.001			
8	300	-3	0	2	19.521	24.617			
8	300	1	2	2	20.005	25.004			
8	300	-2	-2	3	19.993	24.996			
8	300	1	-5	3	20.000	25.000			
8	300	-4	0	3	19.106	24.531			
8	300	3	3	3	20.000	25.000			
8	300	-4	-2	4	19.980	24.993			
8	300	4	-2	4	20.026	25.009			
8	300	-3	1	4	19.706	24.894			
8	300	3	1	4	20.411	25.148			
8	437	-3	-2	0	19.997	24.992			
8	437	3	-1	0	20.078	25.233			
8	437	-1	3	0	20.000	25.000			
8	437	3	0	0	20.211	25.634			
8	437	-2	-3	1	20.000	25.000			
8	437	1	-2	1	20.003	25.004			
8	437	-2	3	1	20.000	25.000			
8	437	4	0	1	20.543	25.734			
8	437	-4	-2	2	19.988	24.991			
8	437	4	-2	2	20.015	25.012			
8	437	-2	4	2	20.000	25.000			
8	437	0	1	2	20.033	25.027			
8	437	-3	-3	3	20.000	25.000			
8	437	2	-3	3	20.000	25.000			
8	437	-3	1	3	19.778	24.883			
8	437	4	1	3	20.400	25.210			
8	437	-4	-1	4	19.611	24.860			
8	437	2	-1	4	20.278	25.100			
8	437	-4	0	4	18.943	24.620			
8	437	2	2	4	20.014	25.005			
8	523	-1	-1	0	19.989	24.968			
8	523	1	-1	0	20.032	25.097			
8	523	-2	1	0	19.968	24.903			
8	523	3	1	0	20.075	25.226			
8	523	-3	-2	1	19.995	24.993			
8	523	1	-1	1	20.064	25.087			
8	523	-1	1	1	19.979	24.971			
8	523	1	2	1	20.003	25.004			
8	523	-5	-2	2	19.986	24.988			
8	523	1	-1	2	20.097	25.077			
8	523	-1	0	2	19.912	24.930			
8	523	2	1	2	20.161	25.129			
8	523	-2	-3	3	20.000	25.000			
8	523	0	-1	3	20.043	25.023			
8	523	-5	0	3	18.948	24.448			
8	523	0	2	3	20.002	25.001			
8	523	-2	-1	4	19.839	24.942			
8	523	0	-1	4	20.054	25.019			
8	523	-4	1	4	19.624	24.865			
8	523	1	1	4	20.161	25.058			
8	611	-4	-2	0	19.996	24.989			
8	611	4	-1	0	20.094	25.281			
8	611	-3	1	0	19.948	24.844			
8	611	2	0	0	20.141	25.424			
8	611	-3	-3	1	20.000	25.000			
8	611	3	-1	1	20.146	25.197			
8	611	-2	1	1	19.938	24.916			
8	611	3	2	1	20.007	25.010			
8	611	-2	-1	2	19.906	24.925			
8	611	0	-3	2	20.000	25.000			
8	611	-1	4	2	20.000	25.000			
8	611	4	0	2	20.764	25.611			
8	611	-3	-2	3	19.990	24.995			
8	611	2	-2	3	20.010	25.005			
8	611	-5	0	3	18.981	24.465			
8	611	0	3	3	20.000	25.000			
8	611	-2	-1	4	19.844	24.944			
8	611	2	-3	4	20.000	25.000			
8	611	-1	2	4	19.997	24.999			
8	611	3	1	4	20.364	25.131			
8	633	-1	-4	0	20.000	25.000			
8	633	3	-2	0	20.004	25.011			
8	633	-2	4	0	20.000	25.000			
8	633	0	0	0	20.028	25.084			
8	633	-4	-2	1	19.993	24.990			
8	633	1	-1	1	20.062	25.084			
8	633	-1	0	1	19.944	24.924			
8	633	3	1	1	20.145	25.195			
8	633	-1	-3	2	20.000	25.000			
8	633	1	-1	2	20.093	25.074			
8	633	-5	0	2	19.242	24.394			
8	633	4	0	2	20.758	25.606			
8	633	-3	-3	3	20.000	25.000			
8	633	1	-1	3	20.124	25.065			
8	633	-3	1	3	19.793	24.892			
8	633	0	1	3	20.041	25.022			
8	633	-5	-1	4	19.535	24.833			
8	633	1	-5	4	20.000	25.000			
8	633	-2	0	4	19.579	24.848			
8	633	0	4	4	20.000	25.000			
8	648	-2	-5	0	20.000	25.000			
8	648	1	-3	0	20.000	25.000			
8	648	-3	3	0	20.000	25.000			
8	648	4	1	0	20.092	25.277			
8	648	-2	-4	1	20.000	25.000			
8	648	0	-3	1	20.000	25.000			
8	648	-1	4	1	20.000	25.000			
8	648	0	2	1	20.001	25.001			
8	648	-2	-3	2	20.000	25.000			
8	648	3	-1	2	20.216	25.173			
8	648	-5	0	2	19.246	24.397			
8	648	2	1	2	20.154	25.123			
8	648	-2	-2	3	19.994	24.997			
8	648	1	-5	3	20.000	25.000			
8	648	-4	3	3	20.000	25.000			
8	648	3	0	3	20.782	25.411			
8	648	-3	-4	4	20.000	25.000			
8	648	1	-4	4	20.000	25.000			
8	648	-1	2	4	19.997	24.999			
8	648	2	0	4	20.698	25.251			
8	928	-3	-1	0	19.953	24.859			
8	928	2	-3	0	20.000	25.000			
8	928	-2	0	0	19.923	24.770			
8	928	0	1	0	20.009	25.028			
8	928	-5	-2	1	19.992	24.989			
8	928	3	-3	1	20.000	25.000			
8	928	-1	3	1	20.000	25.000			
8	928	0	3	1	20.000	25.000			
8	928	-1	-1	2	19.972	24.977			
8	928	2	-2	2	20.007	25.006			
8	928	-1	3	2	20.000	25.000			
8	928	0	0	2	20.077	25.061			
8	928	-3	-3	3	20.000	25.000			
8	928	0	-3	3	20.000	25.000			
8	928	-1	3	3	20.000	25.000			
8	928	1	0	3	20.307	25.161			
8	928	-2	-4	4	20.000	25.000			
8	928	3	-3	4	20.000	25.000			
8	928	-2	3	4	20.000	25.000			
8	928	2	1	4	20.235	25.085			
8	970	-3	-2	0	19.998	24.993			
8	970	3	-2	0	20.003	25.010			
8	970	-2	1	0	19.972	24.916			
8	970	0	3	0	20.000	25.000			
8	970	-3	-2	1	19.995	24.994			
8	970	3	-3	1	20.000	25.000			
8	970	-3	3	1	20.000	25.000			
8	970	0	1	1	20.019	25.025			
8	970	-3	-4	2	20.000	25.000			
8	970	1	-3	2	20.000	25.000			
8	970	-3	3	2	20.000	25.000			
8	970	3	1	2	20.195	25.156			
8	970	-1	-3	3	20.000	25.000			
8	970	1	-2	3	20.006	25.003			
8	970	-4	0	3	19.292	24.628			
8	970	1	2	3	20.006	25.003			
8	970	-1	-2	4	19.998	24.999			
8	970	1	-2	4	20.007	25.003			
8	970	-3	0	4	19.368	24.772			
8	970	2	1	4	20.233	25.084			
8	973	-3	-2	0	19.998	24.993			
8	973	0	-2	0	20.000	25.001			
8	973	-2	1	0	19.972	24.916			
8	973	0	2	0	20.000	25.001			
8	973	-5	-1	1	19.833	24.774			
8	973	3	-1	1	20.130	25.176			
8	973	-4	1	1	19.870	24.824			
8	973	3	2	1	20.006	25.009			
8	973	-1	-1	2	19.972	24.978			
8	973	1	-4	2	20.000	25.000			
8	973	-1	4	2	20.000	25.000			
8	973	0	0	2	20.076	25.061			
8	973	-5	-2	3	19.983	24.991			
8	973	4	-1	3	20.335	25.176			
8	973	-2	2	3	19.994	24.997			
8	973	3	3	3	20.000	25.000			
8	973	-2	-1	4	19.861	24.950			
8	973	1	-5	4	20.000	25.000			
8	973	-5	1	4	19.582	24.849			
8	973	1	2	4	20.007	25.002			
9	143	-2	-1	0	19.962	24.887			
9	143	2	-3	0	20.000	25.000			
9	143	-1	2	0	19.999	24.998			
9	143	3	1	0	20.088	25.265			
9	143	-1	-4	1	20.000	25.000			
9	143	3	-2	1	20.009	25.012			
9	143	-2	4	1	20.000	25.000			
9	143	0	0	1	20.068	25.092			
9	143	-4	-2	2	19.987	24.989			
9	143	1	-1	2	20.113	25.091			
9	143	-1	0	2	19.897	24.918			
9	143	3	1	2	20.265	25.212			
9	143	-1	-3	3	20.000	25.000			
9	143	1	-1	3	20.151	25.079			
9	143	-5	0	3	18.767	24.353			
9	143	4	0	3	21.233	25.647			
9	143	-3	-3	4	20.000	25.000			
9	143	0	-4	4	20.000	25.000			
9	143	-5	1	4	19.433	24.796			
9	143	2	3	4	20.000	25.000			
9	214	-5	-2	0	19.995	24.984			
9	214	0	-4	0	20.000	25.000			
9	214	-4	1	0	19.915	24.744			
9	214	3	2	0	20.004	25.013			
9	214	-1	-5	1	20.000	25.000			
9	214	2	-3	1	20.000	25.000			
9	214	-4	3	1	20.000	25.000			
9	214	4	1	1	20.220	25.296			
9	214	-2	-2	2	19.995	24.996			
9	214	2	-3	2	20.000	25.000			
9	214	-1	1	2	19.963	24.971			
9	214	3	1	2	20.256	25.205			
9	214	-5	-1	3	19.561	24.770			
9	214	3	-1	3	20.341	25.179			
9	214	-2	1	3	19.854	24.923			
9	214	1	3	3	20.000	25.000			
9	214	-2	-4	4	20.000	25.000			
9	214	1	-3	4	20.000	25.000			
9	214	-1	4	4	20.000	25.000			
9	214	0	0	4	20.166	25.060			
9	315	-3	-4	0	20.000	25.000			
9	315	2	-2	0	20.003	25.009			
9	315	-4	3	0	20.000	25.000			
9	315	2	2	0	20.003	25.009			
9	315	-3	-4	1	20.000	25.000			
9	315	3	-1	1	20.163	25.221			
9	315	-5	0	1	19.429	24.229			
9	315	3	2	1	20.008	25.011			
9	315	-5	-2	2	19.984	24.987			
9	315	4	-2	2	20.016	25.013			
9	315	-5	0	2	19.143	24.315			
9	315	4	0	2	20.857	25.685			
9	315	-1	-5	3	20.000	25.000			
9	315	4	-2	3	20.021	25.011			
9	315	-3	0	3	19.365	24.667			
9	315	4	0	3	21.142	25.600			
9	315	-3	-1	4	19.708	24.895			
9	315	0	-1	4	20.058	25.021			
9	315	-2	0	4	19.524	24.829			
9	315	1	2	4	20.009	25.003			
9	334	-2	-2	0	19.998	24.995			
9	334	3	-1	0	20.081	25.243			
9	334	-2	0	0	19.906	24.717			
9	334	2	3	0	20.000	25.000			
9	334	-1	-3	1	20.000	25.000			
9	334	2	-4	1	20.000	25.000			
9	334	-3	3	1	20.000	25.000			
9	334	0	0	1	20.063	25.085			
9	334	-2	-3	2	20.000	25.000			
9	334	3	-1	2	20.243	25.195			
9	334	-3	0	2	19.528	24.622			
9	334	1	3	2	20.000	25.000			
9	334	-4	-1	3	19.676	24.830			
9	334	1	-5	3	20.000	25.000			
9	334	-1	1	3	19.954	24.976			
9	334	3	2	3	20.016	25.008			
9	334	-1	-2	4	19.997	24.999			
9	334	1	-5	4	20.000	25.000			
9	334	-2	0	4	19.528	24.830			
9	334	0	0	4	20.157	25.057			
9	364	-4	-3	0	20.000	25.000			
9	364	2	-2	0	20.003	25.009			
9	364	-4	0	0	19.782	24.347			
9	364	0	0	0	20.031	25.093			
9	364	-2	-2	1	19.997	24.995			
9	364	0	-1	1	20.023	25.031			
9	364	-1	4	1	20.000	25.000			
9	364	0	0	1	20.062	25.084			
9	364	-3	-4	2	20.000	25.000			
9	364	1	-2	2	20.005	25.004			
9	364	-1	0	2	19.907	24.925			
9	364	0	3	2	20.000	25.000			
9	364	-1	-4	3	20.000	25.000			
9	364	0	-3	3	20.000	25.000			
9	364	-5	0	3	18.881	24.412			
9	364	3	1	3	20.320	25.168			
9	364	-2	-1	4	19.828	24.938			
9	364	3	-1	4	20.400	25.144			
9	364	-2	1	4	19.828	24.938			
9	364	1	1	4	20.172	25.062			
9	461	-1	-2	0	19.999	24.998			
9	461	1	-1	0	20.033	25.099			
9	461	-3	1	0	19.945	24.835			
9	461	2	2	0	20.003	25.008			
9	461	-3	-1	1	19.890	24.851			
9	461	3	-1	1	20.154	25.208			
9	461	-3	1	1	19.890	24.851			
9	461	3	3	1	20.000	25.000			
9	461	-2	-2	2	19.995	24.996			
9	461	2	-4	2	20.000	25.000			
9	461	-2	1	2	19.901	24.921			
9	461	0	2	2	20.002	25.001			
9	461	-4	-4	3	20.000	25.000			
9	461	3	-2	3	20.015	25.008			
9	461	-1	4	3	20.000	25.000			
9	461	1	1	3	20.132	25.069			
9	461	-1	-3	4	20.000	25.000			
9	461	2	-1	4	20.275	25.099			
9	461	-5	1	4	19.505	24.822			
9	461	0	1	4	20.055	25.020			
9	477	-3	-2	0	19.997	24.992			
9	477	0	-2	0	20.001	25.002			
9	477	-5	1	0	19.902	24.705			
9	477	1	1	0	20.033	25.098			
9	477	-2	-3	1	20.000	25.000			
9	477	2	-3	1	20.000	25.000			
9	477	-4	3	1	20.000	25.000			
9	477	4	1	1	20.197	25.266			
9	477	-2	-2	2	19.995	24.996			
9	477	2	-3	2	20.000	25.000			
9	477	-1	1	2	19.967	24.974			
9	477	3	1	2	20.230	25.184			
9	477	-5	-1	3	19.606	24.793			
9	477	3	-1	3	20.306	25.161			
9	477	-2	1	3	19.869	24.931			
9	477	1	3	3	20.000	25.000			
9	477	-2	-4	4	20.000	25.000			
9	477	1	-3	4	20.000	25.000			
9	477	-2	1	4	19.836	24.941			
9	477	3	2	4	20.019	25.007			
9	730	-3	-3	0	20.000	25.000			
9	730	4	-1	0	20.090	25.270			
9	730	-2	1	0	19.970	24.910			
9	730	3	1	0	20.070	25.210			
9	730	-1	-2	1	19.999	24.999			
9	730	2	-2	1	20.005	25.007			
9	730	-1	1	1	19.980	24.973			
9	730	1	2	1	20.003	25.004			
9	730	-5	-2	2	19.987	24.989			
9	730	1	-1	2	20.090	25.072			
9	730	-2	3	2	20.000	25.000			
9	730	0	4	2	20.000	25.000			
9	730	-5	-1	3	19.640	24.811			
9	730	0	-5	3	20.000	25.000			
9	730	-2	4	3	20.000	25.000			
9	730	0	4	3	20.000	25.000			
9	730	-4	-4	4	20.000	25.000			
9	730	3	-2	4	20.017	25.006			
9	730	-4	3	4	20.000	25.000			
9	730	2	2	4	20.012	25.004			
9	800	-1	-3	0	20.000	25.000			
9	800	4	-2	0	20.004	25.013			
9	800	-1	4	0	20.000	25.000			
9	800	3	2	0	20.003	25.010			
9	800	-2	-5	1	20.000	25.000			
9	800	3	-1	1	20.137	25.185			
9	800	-2	1	1	19.941	24.921			
9	800	3	3	1	20.000	25.000			
9	800	-4	-1	2	19.795	24.836			
9	800	3	-1	2	20.205	25.164			
9	800	-1	1	2	19.971	24.977			
9	800	0	2	2	20.001	25.001			
9	800	-1	-1	3	19.961	24.979			
9	800	3	-1	3	20.274	25.144			
9	800	-3	3	3	20.000	25.000			
9	800	2	3	3	20.000	25.000			
9	800	-1	-3	4	20.000	25.000			
9	800	0	-2	4	20.002	25.001			
9	800	-3	0	4	19.336	24.761			
9	800	1	1	4	20.147	25.053			
9	841	-4	-2	0	19.997	24.990			
9	841	4	-1	0	20.087	25.261			
9	841	-4	0	0	19.816	24.449			
9	841	2	1	0	20.048	25.145			
9	841	-2	-3	1	20.000	25.000			
9	841	2	-1	1	20.097	25.130			
9	841	-4	0	1	19.633	24.504			
9	841	1	3	1	20.000	25.000			
9	841	-5	-1	2	19.739	24.791			
9	841	0	-5	2	20.000	25.000			
9	841	-2	1	2	19.913	24.930			
9	841	2	2	2	20.007	25.006			
9	841	-2	-2	3	19.994	24.997			
9	841	0	-5	3	20.000	25.000			
9	841	-5	1	3	19.652	24.817			
9	841	0	3	3	20.000	25.000			
9	841	-4	-2	4	19.983	24.994			
9	841	0	-5	4	20.000	25.000			
9	841	-4	2	4	19.983	24.994			
9	841	1	2	4	20.007	25.003			
10	97	-5	-1	0	19.884	24.652			
10	97	0	-5	0	20.000	25.000			
10	97	-1	3	0	20.000	25.000			
10	97	4	0	0	20.315	25.945			
10	97	-3	-4	1	20.000	25.000			
10	97	0	-3	1	20.000	25.000			
10	97	-4	3	1	20.000	25.000			
10	97	3	0	1	20.490	25.661			
10	97	-2	-4	2	20.000	25.000			
10	97	3	-2	2	20.013	25.011			
10	97	-1	3	2	20.000	25.000			
10	97	3	0	2	20.735	25.588			
10	97	-1	-3	3	20.000	25.000			
10	97	1	-4	3	20.000	25.000			
10	97	-3	0	3	19.300	24.633			
10	97	0	1	3	20.051	25.027			
10	97	-1	-2	4	19.997	24.999			
10	97	0	-1	4	20.064	25.023			
10	97	-3	0	4	19.125	24.685			
10	97	1	2	4	20.010	25.003			
10	140	-2	-2	0	19.998	24.994			
10	140	1	-5	0	20.000	25.000			
10	140	-4	0	0	19.760	24.280			
10	140	3	3	0	20.000	25.000			
10	140	-4	-2	1	19.991	24.988			
10	140	1	-5	1	20.000	25.000			
10	140	-3	1	1	19.874	24.830			
10	140	0	4	1	20.000	25.000			
10	140	-2	-4	2	20.000	25.000			
10	140	2	-2	2	20.009	25.008			
10	140	-2	4	2	20.000	25.000			
10	140	0	1	2	20.038	25.030			
10	140	-1	-3	3	20.000	25.000			
10	140	3	-3	3	20.000	25.000			
10	140	-4	3	3	20.000	25.000			
10	140	4	1	3	20.454	25.238			
10	140	-1	-5	4	20.000	25.000			
10	140	1	-2	4	20.009	25.003			
10	140	-1	3	4	20.000	25.000			
10	140	4	1	4	20.568	25.204			
10	278	-3	-3	0	20.000	25.000			
10	278	2	-3	0	20.000	25.000			
10	278	-2	1	0	19.964	24.893			
10	278	3	2	0	20.004	25.012			
10	278	-3	-3	1	20.000	25.000			
10	278	4	-1	1	20.213	25.288			
10	278	-2	1	1	19.929	24.904			
10	278	3	1	1	20.166	25.224			
10	278	-1	-2	2	19.998	24.999			
10	278	2	-2	2	20.009	25.007			
10	278	-1	1	2	19.964	24.972			
10	278	1	2	2	20.005	25.004			
10	278	-5	-2	3	19.979	24.989			
10	278	1	-1	3	20.142	25.075			
10	278	-2	3	3	20.000	25.000			
10	278	0	4	3	20.000	25.000			
10	278	-5	-1	4	19.466	24.808			
10	278	0	-5	4	20.000	25.000			
10	278	-2	4	4	20.000	25.000			
10	278	0	4	4	20.000	25.000			
10	348	-5	-2	0	19.995	24.985			
10	348	0	-5	0	20.000	25.000			
10	348	-1	1	0	19.988	24.965			
10	348	2	3	0	20.000	25.000			
10	348	-1	-1	1	19.977	24.969			
10	348	3	-1	1	20.161	25.218			
10	348	-2	2	1	19.997	24.995			
10	348	3	1	1	20.161	25.218			
10	348	-2	-2	2	19.995	24.996			
10	348	3	-1	2	20.242	25.193			
10	348	-4	1	2	19.758	24.807			
10	348	3	1	2	20.242	25.193			
10	348	-1	-2	3	19.998	24.999			
10	348	4	-1	3	20.414	25.218			
10	348	-1	1	3	19.954	24.976			
10	348	2	1	3	20.230	25.121			
10	348	-5	-1	4	19.482	24.814			
10	348	2	-4	4	20.000	25.000			
10	348	-2	4	4	20.000	25.000			
10	348	0	0	4	20.156	25.056			
10	465	-4	-4	0	20.000	25.000			
10	465	1	-2	0	20.002	25.005			
10	465	-4	0	0	19.791	24.373			
10	465	4	1	0	20.099	25.297			
10	465	-4	-3	1	20.000	25.000			
10	465	2	-2	1	20.005	25.007			
10	465	-2	4	1	20.000	25.000			
10	465	2	1	1	20.110	25.148			
10	465	-4	-3	2	20.000	25.000			
10	465	3	-1	2	20.231	25.185			
10	465	-5	0	2	19.194	24.355			
10	465	0	0	2	20.090	25.072			
10	465	-2	-3	3	20.000	25.000			
10	465	2	-1	3	20.220	25.115			
10	465	-2	0	3	19.642	24.812			
10	465	0	2	3	20.002	25.001			
10	465	-1	-2	4	19.997	24.999			
10	465	1	-5	4	20.000	25.000			
10	465	-1	2	4	19.997	24.999			
10	465	0	4	4	20.000	25.000			
10	534	-4	-1	0	19.925	24.775			
10	534	0	-4	0	20.000	25.000			
10	534	-1	2	0	19.999	24.998			
10	534	0	2	0	20.001	25.002			
10	534	-1	-5	1	20.000	25.000			
10	534	3	-4	1	20.000	25.000			
10	534	-2	2	1	19.997	24.996			
10	534	1	3	1	20.000	25.000			
10	534	-5	-1	2	19.711	24.769			
10	534	1	-5	2	20.000	25.000			
10	534	-2	2	2	19.995	24.996			
10	534	2	3	2	20.000	25.000			
10	534	-2	-5	3	20.000	25.000			
10	534	3	-3	3	20.000	25.000			
10	534	-1	4	3	20.000	25.000			
10	534	3	1	3	20.300	25.157			
10	534	-3	-3	4	20.000	25.000			
10	534	3	-3	4	20.000	25.000			
10	534	-4	3	4	20.000	25.000			
10	534	1	1	4	20.161	25.058			
10	577	-3	-3	0	20.000	25.000			
10	577	0	-2	0	20.001	25.002			
10	577	-2	4	0	20.000	25.000			
10	577	4	0	0	20.258	25.773			
10	577	-4	-3	1	20.000	25.000			
10	577	1	-1	1	20.063	25.085			
10	577	-3	0	1	19.714	24.613			
10	577	1	2	1	20.003	25.004			
10	577	-4	-3	2	20.000	25.000			
10	577	0	-5	2	20.000	25.000			
10	577	-3	3	2	20.000	25.000			
10	577	0	1	2	20.032	25.025			
10	577	-2	-2	3	19.994	24.997			
10	577	3	-4	3	20.000	25.000			
10	577	-1	4	3	20.000	25.000			
10	577	1	0	3	20.344	25.180			
10	577	-1	-2	4	19.997	24.999			
10	577	1	-5	4	20.000	25.000			
10	577	-1	0	4	19.857	24.948			
10	577	0	3	4	20.000	25.000			
10	649	-3	-1	0	19.949	24.846			
10	649	3	-4	0	20.000	25.000			
10	649	-2	3	0	20.000	25.000			
10	649	1	3	0	20.000	25.000			
10	649	-4	-4	1	20.000	25.000			
10	649	3	-2	1	20.007	25.010			
10	649	-1	1	1	19.979	24.972			
10	649	2	3	1	20.000	25.000			
10	649	-3	-2	2	19.992	24.994			
10	649	1	-4	2	20.000	25.000			
10	649	-2	3	2	20.000	25.000			
10	649	0	4	2	20.000	25.000			
10	649	-5	-1	3	19.630	24.806			
10	649	0	-4	3	20.000	25.000			
10	649	-1	2	3	19.998	24.999			
10	649	0	4	3	20.000	25.000			
10	649	-3	-4	4	20.000	25.000			
10	649	0	-2	4	20.003	25.001			
10	649	-3	0	4	19.302	24.749			
10	649	0	0	4	20.140	25.050			
10	714	-1	-4	0	20.000	25.000			
10	714	2	-2	0	20.003	25.008			
10	714	-1	4	0	20.000	25.000			
10	714	3	0	0	20.191	25.574			
10	714	-1	-4	1	20.000	25.000			
10	714	3	-1	1	20.141	25.190			
10	714	-2	2	1	19.997	24.996			
10	714	3	1	1	20.141	25.190			
10	714	-2	-2	2	19.995	24.996			
10	714	3	-1	2	20.211	25.169			
10	714	-4	1	2	19.789	24.831			
10	714	3	1	2	20.211	25.169			
10	714	-1	-2	3	19.998	24.999			
10	714	4	-1	3	20.362	25.190			
10	714	-5	0	3	19.016	24.484			
10	714	3	1	3	20.281	25.148			
10	714	-4	-2	4	19.982	24.994			
10	714	3	-1	4	20.352	25.127			
10	714	-3	0	4	19.317	24.754			
10	714	3	1	4	20.352	25.127			
10	715	-4	-3	0	20.000	25.000			
10	715	4	-2	0	20.005	25.014			
10	715	-3	1	0	19.950	24.849			
10	715	2	2	0	20.003	25.008			
10	715	-3	-1	1	19.900	24.864			
10	715	0	-4	1	20.000	25.000			
10	715	-3	1	1	19.900	24.864			
10	715	3	3	1	20.000	25.000			
10	715	-2	-2	2	19.995	24.996			
10	715	2	-4	2	20.000	25.000			
10	715	-1	3	2	20.000	25.000			
10	715	1	4	2	20.000	25.000			
10	715	-4	-4	3	20.000	25.000			
10	715	3	-2	3	20.014	25.007			
10	715	-1	4	3	20.000	25.000			
10	715	1	1	3	20.121	25.063			
10	715	-5	-1	4	19.548	24.837			
10	715	2	-1	4	20.251	25.090			
10	715	-5	1	4	19.548	24.837			
10	715	1	3	4	20.000	25.000			
